text,favoriteCount,retweetCount
"Ik zeg het toch maar gewoon! Misschien voelt het allemaal anders tyijdens deze Coronacrisis, maar toch ... WEEKEND! https://t.co/csCSjqvV2w",0,0
What day is it? Make it the last #Weekend you don't have a new #Dugout Box or #Smellproof pouch from Rumble Box. Vi https://t.co/F1Fbc2iol6,0,0
"The weekend is almost here!!   Even if you are cooped up at  home,  make it a good one!!   #weekend   #tgif https://t.co/28nj2mrANn",0,0
"Blijft toch erg leuk om te doen, paar ribs maken op de Good Old Weber.  #weekend #echtebbq #huissen #arnhem https://t.co/lDQngFSISW",0,0
Free Steam keys for Sunny Hillride and Race.a.bit on our #freekey channel on the Headup Discord ( https://t.co/qPDPaEzojH,11,6
.....#weekend  https://t.co/USO5NaRIVR,53,9
"""Life's always a lil' dirty in our house...a good thing.""
- Lolan T. Royal 
https://t.co/EP14ViJEHI 
#fridaymorning https://t.co/irDVwOHNxx",0,0
"Finalising my weekend plans...
#lockdown #weekend https://t.co/1uBjtLZ84U",1,0
"For those of you old enough to remember, here's your #fridayfunny. I'm not intending to make light of the current s https://t.co/5ZW9mHa39D",0,0
"Sharing some Spring... a blooming rose from my garden 

 Hope you all have a great weekend! 

#nature #beauty https://t.co/LrYZ0FtHDP",20,1
"121: Friyay night! Whats on the menu tonight? Sorry bro, I know you are happy its drink night but you still gotta https://t.co/OylNJK5pvR",0,0
"#FF - Happy #weekend #Everyone how you are all sound. Speaking of sound, rock out to this classic: https://t.co/KZv77VoDQD",2,0
@BGuiton @d_ast777 @blackwell_dgf @TTBanks5 @me_brady @SPOFarrell3 @TRILLIUMnovel @SerenaHassan4 @MaeneSigne https://t.co/HML6oNWXbc,3,3
"WEEKEND!! Have a great one!!
.
.
.
.
.
#spongebob #spongebobsquarepants  
#weekend #tgifridays https://t.co/pszqMG5Huh",0,0
"Missing you, Los Angeles!

#zinccafe #dtla #stayhome
#lenitabygrita #flowertruck #visitla #visitlosangeles https://t.co/QfC0r0hnOc",0,0
"Just nice, normal tweets from a sane, well-adjusted person who is calmly and serenely looking forward to the https://t.co/F63nryrS4P",0,0
Quarantine life isnt all bad #stayhome #Quarantine #weekend #switchingoff https://t.co/QLo6phyxEZ,0,0
"Bon #weekend de #confinement  tous les tudiants de #prepahec de ma TL. 

Pensez  faire un #break (style samedi 1 https://t.co/OLmqYpOlrV",15,1
Alle 18.30 la diretta #facebook sui profili Salvatore Patisso e salvatore Patisso b side con grandissimi dischi ann https://t.co/CJxY29jO2e,1,0
"#KeepSafe
#Weekend
The week has come to an end!
We take this opportunity to thank God for His Sufficient Grace.
To https://t.co/CSIcpVd3zl",2,2
We luiden het weekend in met deze mooie foto want wat is de week voorbij gevlogen. Deze foto is gemaakt met onze gl https://t.co/VerSwXgjY4,0,0
"#FF - Happy #weekend #Everyone how you are all sound. Speaking of sound, rock out to this classic: https://t.co/zPTtGNhuG2",4,1
#CrimeFiction #readingforpleasure  #weekend https://t.co/lrtRdVpsKO,0,0
YAY! The girls are here! We're going to get our weekend started by going to @FiveGuys to grab some lunch! We're goi https://t.co/8Sqf9ebBpU,1,0
Viernes de #gozadera y #drama en #casa! Jajajaja ponle sabor a la #cuarentena y #quedateencasa  #viernes https://t.co/bXr8EaOMTy,0,0
"Happy Friday everyone!

Since we didnt get to do a closing reading last night, we have a three card reading for th https://t.co/4GwFeV5Nuy",1,1
De vloer in de fietstunnel ligt er netjes bij! En ook in de voetgangerstunnel is de eerste betonvloer aan de zuidzi https://t.co/EcBC9kVmMj,13,2
"#Dune2020 #DuneMovie #LietKynes #denisvilleneuve #FridayThoughts #fridaymorning #weekend #GetWokeGoBroke 

They jus https://t.co/KUNndeqBG9",1,1
"#FF - Happy #weekend #Everyone how you are all sound. Speaking of sound, rock out to this classic: https://t.co/BOUt3eIWdk",6,4
"Nuovo #weekend nuovo #viaggio, stavolta tra i #legami.
Il legame tra #Puccini e le sue #passini, legame del https://t.co/dJuqBQOxN3",0,1
#Weekend ! https://t.co/GDWgQFDgLP,1,0
Happy #FF #FollowFriday I Hope You Are All Keeping Safe &amp; Have A Wonderful #Weekend @E_A_BEAUTY @Chatterisboy https://t.co/9filRF2q0u,4,1
Cheers babes! Weer een week ons best gedaan. #vrijmibo #weekend  https://t.co/ABA1kUullR,7,0
"Our motto for the #weekend 
#FridayThoughts #FridayMotivation https://t.co/YzYnLrNRQA",2,1
#epidemiology is the new #soccer - @girafium for  #bundestrainer @LSCDiPH  #StayAtHome #weekend https://t.co/PblisH0wY9,2,0
",ag #Markets #Finance #Technology #Network #weekend #software #Economy #Investment https://t.co/Zkz2GnxywV https://t.co/ymvQc9pOX7",1,0
"Are you all excited for the weekend?
#FridayThoughts #fridaymorning #FridayMotivation #weekend #yyc #OnlineClasses https://t.co/tkscwL1Cu1",0,0
"Mme si on ne sait plus trop quel jour on est je vous souhaite un excellent week-end 
.
.
.
.
#weekend https://t.co/g7kwrjnIkR",0,0
"Heb je wel eens een biertje in de zon gedronken?
Dan weet je dat er een heel herkenbaar geurtje/aroma er van af kom https://t.co/L2CEWdVQau",0,0
Perfect start into the #weekend is watching #StarTrekVoyager on regular #TV and having #Resolutions as today's https://t.co/uMJq00TKHF,10,0
Un bon Monbazillac pour le week end  #weekend #enfin #preparatricepharma #2jderepos,1,0
#WordOfTheDay #Challenge #weekend #word #PlayAtHome #lockdownactivity #lockdown https://t.co/ftIYmsktB8,0,1
D[Jp #Markets #Finance #Technology #Network #weekend #software #Economy #Investment https://t.co/VYM2YAppqS https://t.co/35BgIsmWB8,1,0
"Wishing you all a fantastic weekend! We will be back online Monday. 

In the meantime, please feel free to get in t https://t.co/Go3C8PZGhs",0,9
"Airbourne - Blonde, Bad And Beautiful [OFFICIAL VIDEO] https://t.co/wfMMD90N8I przez @YouTube #weekend",0,0
"Thank god it's friday.
#weekend #Friday #Quarantaene #Corona #CoronaVirusAT #friendlydistancing #beer
#beeroclock
What are you going to do?",1,1
"Jaja het is weer #weekend . Wat zullen we eens plannen...
- terrasje    nope
- restaurantje nope
- bioscoopje nope https://t.co/tdxJINyLhY",8,0
SO IN LOVE WITH THIS BRITISH BOY ...  #britishbulldog #bulldogsofinstagram #bulldoginglese #friday #weekend https://t.co/Ch6F2a0rPr,0,0
Bien commencer son week-end en montant un gunpla (RG RX-78-2) avec le concert 2014 de One ok Rock au Yokohama Stadi https://t.co/nzN8LvLhfa,4,0
"Have a safe #weekend everyone. 

#StayAtHomeSaveLives #MentalhealthduringCovid19 #FridayFeeling https://t.co/GguXHU2iFr",0,0
Have you heard The Weekend | Soundtrack by @clubfmphilly on #SoundCloud? #Weekend #Soundtrack  #np #UKGarage https://t.co/oDrs6X3gJx,0,1
Story of my life though I prefer other sytems and activities  #SocialDistance #LifeisBeautiful #weekend https://t.co/u5ebeop0tj,15,5
Friday ;-) #WeekEnd https://t.co/fwMSZvl2FQ,0,0
#TGIF Have a fortunate #weekend everyone! #love your life...it's the only one you can be sure you're gonna get! https://t.co/fZbgzx14cy,0,0
#live your #FlashbackFriday and #weekend #orchids #naplesbotanicalgardens2019 https://t.co/QXqF7wfcuG,1,0
We hope that everyone has a great #weekend keep yourselves safe from #coronavirus whether you are #relaxing #DIY wa https://t.co/vyxHBpyluX,2,0
It's FriYAY!! What are your plans and how are you going to enjoy your weekend? Comment below! #Friday #enjoy https://t.co/P5KVkkmZn1,0,0
#TGIF #weekend is finally here!  I know we cant do much but we can go out for a walk or hang out on the deck or ba https://t.co/e0JHRJKxlU,0,0
@JustinC93629119 @SimranLFC @CharlotteSheri1 @Purrmino @dylia86833623 @Dea_LFC @dxisysummers @NickiFothergill https://t.co/tYmMnCDGBx,2,0
GOD WEEKEND RVHULLER!  #rdvin #weekend #fortjent @ Denmark https://t.co/3JyX92d4Oz,0,0
HAPPY FRIDAY!!!!! @KipMooreMusic just made the #weekend #KipMoore #NewMusicFriday #southpaw #shesmine https://t.co/vOJzRP0DUj,0,0
"Eindelijk... #weekend.
Proost  https://t.co/35MTtnGUG4",1,0
My #Weekend: My #favourite place to get away from the madness of the city is... https://t.co/AOVS44m3k9,0,0
Good day everyone. If you are going to learn some #code this #weekend then stop by and try #kadojs. It can be a gre https://t.co/v2XTq5hngp,1,0
Ik barst bijna van trots en dankbaarheid vanwege het werk dat een aantal collegas in de stichting Nederland Ondern https://t.co/HYDFATias3,7,0
Another lovely #Friday is slowly coming to an end. That can only mean one thing... The #weekend  is here! Happy weekend everyone!,0,0
"Complete with #FacebookLive, Tune into @AnnieJDJ from 7 PM tonight for Feelgood Friday on @C2CDigitalRadio, on DAB https://t.co/ms8A6Of3pb",0,2
"#420 #Weekend #Music #RT

https://t.co/tkPQwe9o4v https://t.co/SFrFyMo7Wl",7,3
"We are open nightly, 3pm-9:30pm. Make plans to order #sushi this #weekend
.
#Locals #WestAshley https://t.co/Apc1MUCaW7",0,0
Oldies but goldies. These mini series last 6-8 episodes (although this can stretch longer when based off a book or https://t.co/XadUlBs0cG,0,0
"Sweet, we feel the same!

#lockdown #coronavirus #corona #stayhome #fuckcorona #dierona #weekend #TGIF #tgifcorona https://t.co/X8fWCyIkBr",1,0
"Have a good #weekend #friends and #stayhealthy #keepstrong @ Schiedam, Netherlands https://t.co/o6wiuyLVcL",1,0
....and relax. #friday #weekend #relax #feetup @ Weekend https://t.co/79mzX934Md,1,0
"Weekend exclusive: a special treat for a rainy day! Braised beef cheek with boulangere potatoes,  roast carrots, mu https://t.co/C5qqf7KZV7",15,3
@LudMarx1 @ELITE_LEGENDZ_ @KedmaHelena1 @Midrees46121157 @LiliBodo @Cathhewat123 @SolyMar66091744 @martalaury https://t.co/0cGAoKtx9h,13,9
#Filmtip #Online #Thuiskijken -  YOUR NAME. (Kimo No Na Wa) de succesvolle animefilm uit Japan van regisseur Makoto https://t.co/r4PYiT5942,3,0
#Filmtip #Online #Thuiskijken -  YOUR NAME. (Kimo No Na Wa) de succesvolle animefilm uit Japan van regisseur Makoto https://t.co/TJzpW3K4P6,1,1
"Friday mood
#weekend #weekendmode #sunsoutgunsout #hoschi #hamburg #unfuckwithable #knowyourshit #instagood https://t.co/ZvdW5TAgqo",0,0
#Weekend Music Share The Greatest https://t.co/gC0ZBhc9ie https://t.co/p9TK6xEuMZ,0,0
Who wants to make their own pizza????  check out todays story for the recipe..... prepare yourself its a 3 day p https://t.co/tCeH9YOcnX,1,0
"Tonight on  #KVRGOnline @KarlsruheVapes
Our show @PQHSShowCase  with @kubadave will broadcast later today 20:00CET https://t.co/ZDBdgCgdsn",1,1
Satisfy all your #sweet #breakfast #cravings this #weekend with these flavor-packed #CarrotCake #Doughnuts. https://t.co/lfH0lAi5HU,1,0
"#weekend #ploppen proost en een fijn en veilig weekend allemaal, samen met @kmachielsen https://t.co/zElug1o5kC",2,0
Hear @kubadave on @PQHSShowCase #PopQuizHotShotShowcase @KrystalRadio 6-8GMT - @krystalradios on @TuneIn Radio! https://t.co/KuDvZftyX0,1,1
"Uuuh....? Alweer vrijdag? Einde dag? Bizar, ook in deze #coronatijd glipt de tijd door je vingers. En toch. Het is weer #weekend #enjoy",1,0
"In these times of #COVID19Crisis crisis, we sometimes need a reminder to appreciate the #people we care about -- wh https://t.co/L0A9fxFD7N",0,0
"Have any of y'all been watching the #NASCAR iRacing Series? #iRacing @NASCAR

Here's a review of last week &amp; this w https://t.co/PYzITa07CH",1,1
"Have any of y'all been watching the #NASCAR iRacing Series? #iRacing @NASCAR

Here's a review of last week &amp; this w https://t.co/cuCZ7AngFZ",3,2
"Or wine or whiskey or water.
Whatever you will pour into your glass, we hope you will enjoy it.

Have a nice weeken https://t.co/yGZNJhNuw0",2,0
Floating into the weekend #weekend #friday #noguchi #akari #designinspo #designicon https://t.co/6K85Augwza,0,0
"The Father in Law part five

#drama #actor #instagram #photography #2019 #film #passion #sunday #citylife #exposure https://t.co/S1qeLntzJr",0,1
"Day 33 #ShelterInPlace 
A #FridayFunny (and our prerogative) 

""A woman's mind is cleaner than a man's: 
She change https://t.co/bMHaFX5YcB",4,0
Okay its time.. GO HOME and celebrate the #weekend!,0,0
"We have champions in sports, but we also have champions in life.  Choose to be the champion that you are even if yo https://t.co/kzTwkcDsrZ",1,0
"Het #klopt, het is bijna tijd voor #weekend! wij hebben ons weer met succes door deze werkweek heen #geslagen https://t.co/P01Pu07NqH",0,0
Happy and sunny #weekend #weekendvibes #flowerpower https://t.co/RYCcYLE0cJ,0,0
"Hurray, it's the #weekend! Keep gaming and take care! 

#MightAndMagic #ChessRoyale #Autobattler https://t.co/O7ddLs98YD",0,1
"Nuova perturbazione in arrivo nel weekend 
https://t.co/jyc4NpMkpT

#italy #weather #forecast #weekend https://t.co/NksakIzdPw",3,0
Ik ben te moe om op te staan en met de hond te gaan lopen #weekend,0,0
This is for you Corona ! #corona #lockdown #toma #atomarporculo #gillipollas #quetejode #fuckcorona #quarantine https://t.co/nywGFJg4GA,0,0
"HAPPY FRI-YAYYYY!!! 
Whats on your quarantine to-do-list this weekend? Im taking a long car ride &amp; sending out https://t.co/461rpVhc96",4,0
#weekend,0,0
Starting the #StayHome #weekend in afternoon sun with a small white and lots of feathered friends around. #relax https://t.co/B0hIEmk0vE,0,0
Its Friday  Welcoming this beautiful spring weekend with a delicious mocktail  #drinks #weekend #brunch #caffeine https://t.co/fErIK9EbqY,0,0
"Have a Nice Weekend

Chic Textile Woven Label

For More : https://t.co/RJCEW1dDBZ

#ChicTextile #chic #woven #label https://t.co/9Y0NhEhtkg",0,1
"@bonne qualit et livraison en toute discrtion
Snapchat : plugstore18

Commande mini 50
#weed #dank #anime https://t.co/22wfXiGpDJ",2,1
Ive got it on my Kindle &amp; will start reading this #weekend  Congratulations on the success of your #series https://t.co/S0AM2Olai1,5,7
Al meer dan een jaar werkten wij achter de schermen mee aan de ontwikkeling van de dreampop act ' ISLE . Vanaf van https://t.co/Faak9EPrMO,2,2
"Overdrijven is ook een vak :)
Maar niet mijn vak! 

Ik sluit een mooie week met #vrouwen in de #overgang af. Soms w https://t.co/YkfsYOVdfJ",3,0
"Happy weekend boys &amp; girls  Stay Safe and healthy and keep the positive vibes in your mind 

#weekend https://t.co/sRdaSGGxCb",3,0
Sending lot's of love your way on this sunny afternoon! #love #family #friends #friday #weekend #beachlife https://t.co/yfZyHY8lMy,0,0
"KEEP UP with fitness expert @katiechunghua's at-home workout on 4/18 at 3pm EST / noon PST on IG LIVE 
 https://t.co/gvIIIvuGYR",0,0
"10x de leukste tweets van vrijdag 17 april 2020. leuke tweets voor de #VrijMiBo, de start van jouw #weekend! Met o. https://t.co/epjAfWDg3j",3,0
dah atakua ana visa kama #coronavirus ndo maana ushachoka  #NewMusicAlert #weekend #StayHome https://t.co/IRVGVkzt8m,0,0
Happy weekend everyone! Another one spent inside the quarantine.. but let's look at the bright side! What are your https://t.co/9o3o7NbXQZ,3,1
"Na bijna twee weken wachtdienst voor  #ProRail #incidentenbestrijding is het nu tijd voor #weekend
Ik wens jullie e https://t.co/YgdcQzR3ml",14,0
122 years of success and creativity. This #weekend enjoy #CineChileno Chilean films. The best #films from South of https://t.co/xlMf2TWIjj,2,1
@Niceyeezys #niceyeezys #shoes #Fridaymotivation #fridayvibes #weekendinlockdown due to #covid19 #coronavirus #pandemic #weekend,0,0
Und wehe irgendjemand sagt die Hauptfigur heit Zelda! #switch #breathofthewild #weekend #StayHome https://t.co/Ksmro1c4MZ,3,0
@OldeHippieDude @ShenaeChase @VodkaWardrobe @QDataHub @scribe_cat @PGibesonRN @JetsettersFIyin @martiandiaries https://t.co/Nx8VardE3f,6,2
"Meet St. Ebrius! A classic Belgian Abbey Dubbel, St. Ebrius (or drunk, in Latin) will bless you with its berry-red https://t.co/PnozdNygoT",1,0
"Have a safe and
pleasurable
 #weekend among your family.
The #COVID19 will vanish one day.. https://t.co/M1I8KqdrFr",4,2
"Have a great weekend everyone!
#Munilogic #Weekend #FridayThoughts https://t.co/MqHYhHGeDm",1,0
"#welldeserved #selftreat #onlychips  to start the #weekend @ Brussels, Belgium https://t.co/Vlwv62kIR5",0,0
"ENJOY YOUR #WEEKEND
https://t.co/u388R5AjKb
#weekendvibes #taxiservices #transport #kentaxtaxis https://t.co/VhkfNXDWHd",0,0
"New Breakfast Kits available for pickup!! 1 doz Farm Fresh Eggs, 1 # of our 14-day-cured Bacon and a Loaf of Levain https://t.co/Nj1UF12DJ5",4,0
What are you doing during the #lockdown or #selfquarantine? Order a copy of my book on #personalfinance titled Root https://t.co/YL1xhizYOe,0,0
Dit gaat wel lukken met een geblesseerde rug...fijn #weekend allemaal.. https://t.co/trPmJUjCks,3,0
HA! #friday #flavoryourday #weekend #nocalories #vegan #glutenfree #kosher #sugarfree #diabeticfriendly https://t.co/Uj4p1t1bJ5,0,0
"#pool
#wet
#water
#fun
#sunny
#weekend https://t.co/4HnWrH6UKF",33,1
"Feel free to use this anytime ... Just in case
Happy #Friday 
Cheers from #Vancouver 
#FridayMorning https://t.co/ZxF0vKxvIe",6,1
"@Solymasdanza Good afternoon dear # 
I wish you a magnificent and loving # 
Enjoy a beautiful afterno https://t.co/x2DHRxokNT",4,4
"TGIF. Work out while you stay at home this weekend and say hello to a healthier you!

https://t.co/q5B4H6PMo8 https://t.co/ceNEtaYm7u",0,0
"Stuck at home &amp; don't know #whattocook this #weekend? Top 20 Recipes from @thewoksoflife 
#QuarantineAndChill https://t.co/W5QAGk0jlS",0,0
#weekend,0,0
Tak wyglda idealny plan na weekend!  #czytanie #StayHome  #weekend #relax #bestread #ebook https://t.co/rZLX1H4ZGE,0,0
Happy weekend everyone! #weekend #happy #break #farm #farming #StayHome #StaySafe #ShamrockEnterprises https://t.co/ZVVTNkkx9V,0,1
"Green paradise !!!
.
.
.
#travelphotograhy #ferme #biologique #nopesticides #natural #organic #Djibouti https://t.co/xjHsCVLIOT",0,0
Sortie aujourd'hui 3 romans dont ma #serie Integrale #BrooklynParadis de quoi occuper ses #weekend #lecture #ebox https://t.co/yijJI0CTxk,1,0
"

             
   &amp;   15%  https://t.co/qb0ZHHudrz",1,0
".@LittleBroEli &amp; @LittleBroEliFR vous souhaitent un excellent #weekend 
#GivingYouUp @WurdSessions 
https://t.co/M8qLF29T6s",0,0
Class of 2006  _______________________________________________ #yungwilder #fbf @diamonds_news  #school #vibes https://t.co/3w5UEaIw81,0,0
"We might not be able to go out at the moment, but we can still enjoy a good G&amp;T! Have a great weekend everybody. St https://t.co/ayl6l7gLiP",1,1
"Zo, gespuis bij hun moeder ...  ik zeg #weekend #plop  https://t.co/OQnXwnFfOU",2,0
Remember when!! #streetphotography #photooftheday #photography #FridayThoughts #FridayFeeling #FridayVibes #weekend https://t.co/ui1TfgCwX6,2,0
#hello #weekend  #Snapchat https://t.co/JyPs8jAJwj,11,0
@RAPPcampaign @NYGovCuomo Amazing how the elite and the left constantly support criminals and criminal actions. https://t.co/lEFh9N2Q3T,1,1
Me when i see that i need to leave for the weekend....... #weekend #fuckthejob #fuckwork https://t.co/cOCeNx6KqC,0,0
Morgen nog een dagje de #studiebol uithangen en dan pas echt #weekend. Maar doe nu gewoon even alsof! https://t.co/FHenZNj34c,3,0
"O N - L I N E   Y O G A   T E A C H E R   T R A I N I N G   C O U R S E S !!


Happy Friday! Wishing you all https://t.co/0Hd0XHyYFs",0,0
"Weekend scribbles! 
#drawing #doodle #Doodles #ArtistOnTwitter #boredathome #weekend https://t.co/76eTjDWW4E",4,0
"Scottish Moor Heather Ale, what you grilling tonite #TraverseCity ? Curb service &amp; home delivery today &amp; tomorrow 1 https://t.co/h6aiyBO21r",0,2
"Mir wnschen iech e schine #Weekend 

Bleift gesond a #bleiftdoheem  https://t.co/1i6LXlsK5D",0,1
"Check out our ""Create Your Own"" &amp; ""Gourmet"" Pizza Specials + FREE DELIVERY. Open 11:30am to 8:30pm. 
314-576-0000 https://t.co/oNZ7SW9OgB",3,0
Staying fit while gyms are closed? No problem thanks to #technology! Our colleague Patrick likes to start his https://t.co/svLe0fzpdy,3,0
HA! #friday #flavoryourday #weekend #nocalories #vegan #glutenfree #kosher #sugarfree #diabeticfriendly https://t.co/cHzWPoV5WX,0,0
"#ThrowBack de cuando #Luna era ms peque y nos la llevamos de viaje.
Nov 3, 2018.





#Friday #TGIF https://t.co/Wsy96ivdSW",0,0
Friday! Busy curb side day so check out both our menus at https://t.co/UAkyHYlsjg and give us a call for your best https://t.co/aqvjLc2vNZ,2,1
In the meantime make today awesome! ClairtyHR #weekend https://t.co/eryBlVI9zf,2,1
"De vijfde week #thuisisolatie n onderwijs thuis zit er op!

We wensen jullie alvast een heel fijn #leesweekend https://t.co/TMf20NITQy",1,2
What better time to pick up a new hobby than during #covid #quarantine or this #weekend? Here are some ideas to bre https://t.co/8PbsGtenzy,1,0
Can't concentrate when someone keeps kicking me. Ahh just needed a teether lol #momlife #toddlertales #friday https://t.co/uFzv7EMHt7,5,0
Have a great #weekend everyone! Give me a shout if you wanna join one of our social events :) Cheers~!,0,0
#weekend #vibes https://t.co/P04Z1p7Ruf,0,0
Have you taken part in our #StayMightyStayCreative Bingo yet? Maybe you're planning on trying out something new and https://t.co/DD9w85CufN,1,0
"The #weekend is approaching and a lot of #clouds are here to visit #California. Despite the abundant clouds, little https://t.co/V8dR9WClj6",2,3
"Yay! It's almost weekend 
Have a nice Friday, guys 

#PaperWritings #PaperWritings_com #homework #essay https://t.co/lh2Zp6V8Tl",1,0
It's FriYAY!! What are your plans and how are you going to enjoy your weekend? Comment below! #Friday #enjoy https://t.co/Ewx74BSUc9,0,0
"#MongoTV
MongoTV_4605 - God #Weekend - Jeg Vil Se #Netflix Hele #Weekend. 

#MongoTube
https://t.co/yp0wVUCV6R",0,0
"Ready to get back to it  @PaulsJonass41 

#ProTaper #Friday #Weekend #PTCr https://t.co/Bmdfruh8ul",58,13
Id say @WhittyAuthor is being modest. #WeBeginAtTheEnd is one of *the* best novels of 2020 @bonnierbooks_uk https://t.co/c7Efm1PAHn,3,1
Une explosion de couleurs pour bien commencer ce #weekend ! #angers #zen #RestezChezVous #confinement https://t.co/jJO1hZcbae,18,5
It's FriYAY!! What are your plans and how are you going to enjoy your weekend? Comment below! #Friday #enjoy https://t.co/oflKjqeiMU,0,0
"Your weekend is only as good as you make it! So, make it a great one! #weekend #timeoff https://t.co/IYejn4hRln",0,0
Hugs for everyone  #fridayvibes #weekend #smearedapron #getintoit https://t.co/2IJKrDy5vl,0,0
De enige zekerheid die minister @hugodejonge ons in de laatste #persconferentie kon mededelen mag nu wel op me af k https://t.co/phpjWyDgrP,1,0
"#Timballo di #Melanzane con #Prosciutto e #Scamorza filante: un #secondo originale e squisito, assolutamente perfet https://t.co/yCPbJWp6JS",0,0
"Enjoy this weekend! Time to kick back, relax, and do something for you! How will you write your weekend story? Comm https://t.co/Fv1hAubJIp",0,0
Happy #Friday everyone.  You made it to the #weekend!  Wait doesn't everyday feel like the weekend right now! https://t.co/FWLdfwyyFh,15,4
"Enjoy this weekend! Time to kick back, relax, and do something for you! How will you write your weekend story? Comm https://t.co/DtSFYT0k2f",0,0
"Enjoy this weekend! Time to kick back, relax, and do something for you! How will you write your weekend story? Comm https://t.co/BBytfSXyed",0,0
No Deposit- No Return!! GM! #friday #weekend #wisdom # https://t.co/3LqHnToply,0,0
Have a fantastic Friday and an even better weekend! Drop a comment to share how what you'll be doing to enjoy it to https://t.co/reBwwtZKMw,0,0
#work in the #vineyards continues with #wiringmaintenance. We're grateful for this #weather  May you all have a n https://t.co/ka55C0hhxM,2,0
"Your weekend is only as good as you make it! So, make it a great one! #weekend #timeoff https://t.co/cIcDEbOra7",0,0
It's FRIDAY! Wishing you a bright and cheery weekend!  What colorful plans do you have on the schedule?  Share belo https://t.co/7h5XejNB2t,0,0
"Enjoy this weekend! Time to kick back, relax, and do something for you! How will you write your weekend story? Comm https://t.co/1jsjQzJ50C",0,0
Have a fantastic Friday and an even better weekend! Drop a comment to share what you'll be doing to enjoy it to the https://t.co/Hvb4KztI21,0,0
Get your kids involved in #cooking this #weekend! Cooking is a great way to bring #positive energy into your home a https://t.co/ZPWM6XS7E3,0,0
Have a fantastic Friday and an even better weekend! Drop a comment to share what you'll be doing to enjoy it to the https://t.co/BJ1O8S34xg,0,0
It's FriYAY!! What are your plans and how are you going to enjoy your weekend? Comment below! #Friday #enjoy https://t.co/s0in4kcWWA,0,0
Have a fantastic Friday and an even better weekend! Drop a comment to share how what you'll be doing to enjoy it to https://t.co/WfaPLaWNvU,0,0
Have a fantastic Friday and an even better weekend! Drop a comment to share what you'll be doing to enjoy it to the https://t.co/ypfb7kM3Up,0,0
"Enjoy this weekend! Time to kick back, relax, and do something for you! How will you write your weekend story? Comm https://t.co/sXpNrOmpnY",0,0
"Enjoy this weekend! Time to kick back, relax, and do something for you! How will you write your weekend story? Comm https://t.co/XI4TkhXDJi",0,0
It's FriYAY!! What are your plans and how are you going to enjoy your weekend? Comment below! #Friday #enjoy https://t.co/x8hbN2hCce,0,0
It's FriYAY!! What are your plans and how are you going to enjoy your weekend? Comment below! #Friday #enjoy https://t.co/1MKeZYQqIx,0,0
Have a fantastic Friday and an even better weekend! Drop a comment to share how what you'll be doing to enjoy it to https://t.co/a8bgjfStVu,0,0
#piatek #weekend #freetime #koronawirus #maseczki #masakra,0,0
"Weve restocked our shelves and are full!! Swipe to see our selection of wines  Happy Weekend! 
.
.
.
#weekend https://t.co/fqPjmdqmhi",0,0
Happy Friday enjoy your weekend! #art ;) #weekend https://t.co/8IrVfANOMF,0,0
Have a fantastic Friday and an even better weekend! Drop a comment to share what you'll be doing to enjoy it to the https://t.co/rFJ6c6iNQB,0,0
It's FriYAY!! What are your plans and how are you going to enjoy your weekend? Comment below! #Friday #enjoy https://t.co/mOOv8S3k7c,0,0
Fijn #weekend lieverds   Jullie #sunshine  https://t.co/GKXj9sEjt2,41,0
Cheers to weekend everyone  #weekend #drinking https://t.co/d8B6pz4j8a,7,0
It's FriYAY!! What are your plans and how are you going to enjoy your weekend? Comment below! #Friday #enjoy https://t.co/ZVE2YwLNL3,0,0
Have a fantastic Friday and an even better weekend! Drop a comment to share what you'll be doing to enjoy it to the https://t.co/gFAIQF74v6,0,0
The weekend is here! Do you have any plans? Ty @thetexascardoc is ready to find new roads with his #Silverado!  https://t.co/tDxm7ZiZf2,0,0
Have a fantastic Friday and an even better weekend! Drop a comment to share how what you'll be doing to enjoy it to https://t.co/5Ju07aG4mF,0,0
"Enjoy this weekend! Time to kick back, relax, and do something for you! How will you write your weekend story? Comm https://t.co/lobNWg0Hdi",0,0
"Welcome to Episode 1 of 'Socially Awkward &amp; Struggling!' 

Yes my name is Maria, but please dont sing it...heres https://t.co/CI7b8Wl8oi",3,4
Have a fantastic Friday and an even better weekend! Drop a comment to share how what you'll be doing to enjoy it to https://t.co/cxC0l3XEU7,0,0
"BUY ONE, GET ONE FREE this weekend at https://t.co/kRqLmDlWrF

#Redcon1 #weekend #BOGO #deal #sale #fitness https://t.co/3PwJaBM1SV",2,0
@TsspdclCorporat no current at center point pls do check #weekend,0,0
"Enjoy this weekend! Time to kick back, relax, and do something for you! How will you write your weekend story? Comm https://t.co/dsliAzGBIZ",0,0
@EWdeVlieger Ik zit al aan de #borrel. Luidt het #weekend in.,0,0
Have a fantastic Friday and an even better weekend! Drop a comment to share how what you'll be doing to enjoy it to https://t.co/t6WeFlGVBC,0,0
Have a fantastic Friday and an even better weekend! Drop a comment to share how what you'll be doing to enjoy it to https://t.co/hTfNr4BNPS,0,0
Have a fantastic Friday and an even better weekend! Drop a comment to share how what you'll be doing to enjoy it to https://t.co/pKaEilMbMD,0,0
"A very happy Friday to you all, and let's hope this beautiful weather holds out for the weekend! Here's to a wonder https://t.co/lXIX9KqqDS",1,0
